X,Y,Z,Energy
-554,1885,976,411078
-1695,744,92,101404
-554,-1505,810,36907
-2075,-174,913,130710
-2076,1125,259,192839
-174,-1695,665,413345
174,-1695,978,229082
-1695,-1885,140,135118
-1695,-1991,901,180602
-364,554,980,41686
1695,-1695,934,457393
-744,1505,349,152198
174,-1125,418,149500
-1695,-1885,400,465586
934,1695,993,203899
-174,-174,944,374667
-1885,-1315,588,226881
934,-174,393,127767
-1505,-1125,335,233101
913,1125,800,452589
1505,-1125,581,434600
1695,1315,542,198800
1505,-174,950,262893
174,-744,928,157404
-2075,-1505,806,664833
1885,934,661,98634
634,744,497,665034
2076,-1125,705,141927
-1940,934,818,144248
-1885,1315,369,144374
-1885,1505,850,152896
-554,-934,270,375959
-174,-2076,776,191078
-744,-1820,410,700864
-2076,1315,144,261211
174,-934,209,101733
744,1505,193,146229
1505,1695,273,159689
-554,-1505,259,173051
364,174,271,38473
364,-744,692,199833
-1125,364,464,185060
934,-934,461,457924
-744,174,230,775799
934,-2076,467,169739
174,1505,991,154313
1315,2076,803,204427
1315,744,277,210155
-364,842,170,405396
364,1885,190,234553
1695,-1505,105,172639
-934,-1695,973,36568
744,1885,916,110420
-934,1315,774,114543
1125,2076,375,131135
-1695,1056,750,275077
1695,-1315,786,38523
-1885,-1695,942,140167
744,-174,777,57334
744,-2076,773,273729
1315,364,502,43294
1746,-1315,498,196649
744,364,685,107707
-2075,-1695,128,129569
1505,1695,819,241964
2075,1695,994,292556
-1695,1885,90,301315
1125,-2076,386,331827
934,-1695,171,91161
-1125,-744,291,660813
1125,-934,116,620764
1885,364,204,277333
696,-934,578,633717
1885,-174,885,660325
-2076,1125,984,375872
1695,-744,527,349081
-554,744,235,349956
364,2076,850,280118
1885,-2076,996,248066
1125,-174,85,52095
-1505,-1885,922,124453
1885,-1197,852,657986
1505,-2076,819,658619
-174,554,660,100847
-1695,-1885,977,91107
-934,-1695,316,87055
-1125,744,106,45227
-1885,-554,190,662494
-2076,2076,375,39057
-279,-502,777,648735
1125,-174,368,664494
2053,-1229,507,406214
-890,1505,523,323316
934,554,268,205646
-934,-1125,980,133600
-364,-1125,858,661913
-744,934,309,664198
2076,-1125,884,70088
1695,1315,177,180807
1315,-1505,955,334387
174,1125,935,323743
-554,-1760,257,359022
1885,-174,979,88655
-1125,-744,948,188417
934,-2076,997,88902
-174,-1505,236,217806
-744,1885,114,140866
-1505,744,90,217099
-174,744,969,443996
-674,1695,746,420163
1125,-744,913,662365
744,1315,853,583959
174,-744,778,239882
-364,-174,694,414760
-1201,-1315,342,240500
1885,-364,979,123002
-1505,-554,568,162665
1505,174,997,157742
174,-1695,563,289996
-934,-2076,905,121106
-554,934,290,34085
-1885,934,463,275846
1885,-2076,966,234756
554,-2076,563,210462
1505,744,211,205490
554,-2076,464,125739
-947,1695,513,668610
-934,-1125,148,393556
364,1074,498,652390
-2075,-554,299,185684
-1505,-2076,100,536030
1315,640,904,138686
1885,744,291,196983
-554,1885,99,182039
-1505,-1885,647,34581
174,-1315,386,185029
-1695,-1315,266,220440
-1743,-1695,468,324086
934,1125,308,204909
1161,1315,652,275609
2075,744,429,135311
-554,1505,137,187751
934,-1885,871,645539
364,174,79,628562
-2076,2076,86,79761
174,554,976,228468
-1885,-1315,173,230474
364,1125,122,61913
-744,1315,838,179613
364,-364,223,56136
-2075,-1505,985,376937
-1695,934,119,223402
-174,934,80,106382
1125,2076,228,580914
-934,2076,340,189319
1315,-364,972,168760
-174,-2076,983,43389
1382,1315,796,259463
-2076,174,103,218545
-1125,-2076,378,159421
554,2076,993,57818
-744,-1505,808,32329
1125,-934,288,317627
-934,-934,968,377864
-364,-304,196,213261
744,364,979,112686
898,-1795,558,661041
934,-1125,941,435301
934,1695,537,178705
-1695,-2076,913,161517
1315,-364,967,183425
-174,-174,109,143860
1885,1885,494,243862
-1695,-1505,226,102530
554,-174,290,94231
-1315,2076,248,125593
-1695,2076,397,61246
-1315,-1125,837,54130
174,934,146,138372
-744,-1505,390,190649
744,2076,940,634645
-364,364,496,533635
-1505,554,94,122829
-1695,744,682,88811
-1410,-1745,855,640704
-554,-1885,912,153318
364,744,117,281926
-934,-319,490,405376
1125,1505,296,259268
-744,-1695,283,659951
-2076,554,592,177859
2076,-364,77,169074
2076,-554,931,431296
1125,-364,364,197360
-364,-2076,452,201828
1505,-2076,708,428943
364,-1885,602,657080
1505,-2076,271,220133
1315,1315,983,201951
1125,-1695,559,190190
1505,1505,530,39187
-364,-1315,109,45713
1315,934,976,63484
554,364,994,119559
744,999,978,216877
1695,554,472,175797
174,364,648,147452
695,-934,164,596288
-1125,-2076,978,39695
1125,364,871,218885
-744,-364,309,183919
1885,-744,711,466851
-1505,-1695,362,249864
2076,-744,155,38062
1505,-1125,820,73624
2076,-554,91,43529
-1125,554,716,63385
-934,-1315,365,211497
-1695,-1695,133,284932
1505,174,982,118692
2075,1885,602,191977
-744,744,560,46114
1785,1253,495,650559
-174,1505,218,202120
-1885,744,932,203615
-1885,2076,711,275627
-364,-1125,113,217002
1505,744,674,42990
1381,744,764,656491
1885,1315,206,361490
1505,364,350,61669
-744,260,653,249095
1125,1885,481,34478
1125,744,519,121889
174,174,984,78476
-744,364,260,156225
1885,-934,395,216639
-1505,-554,915,141596
364,-364,272,192642
-934,744,178,197988
1695,1125,582,660461
-1695,-2076,168,86494
-554,-364,919,429639
1695,1505,463,241631
934,-1695,529,211007
-1885,-1505,957,158788
-2076,554,215,35607
1315,621,818,662298
364,1315,648,153999
-1695,-174,627,662783
-744,1505,635,196236
-1505,-1885,838,33982
934,1125,494,319127
-934,2076,128,110453
-1505,-1125,955,176345
1125,1695,929,184978
-1505,1008,887,209847
-1125,-554,975,127853
2076,-1315,813,258629
2076,-1695,906,176561
1695,2076,947,180260
-1125,-744,550,212306
-1885,934,210,184171
-2076,242,674,148880
-2075,-934,735,160036
1695,2076,472,665402
1885,-934,530,660556
-744,1315,845,104869
2076,-1695,82,523115
2075,1125,418,104963
364,744,881,320834
-1885,-2076,709,289678
-554,-554,144,482882
1885,1695,999,144705
1505,2076,123,120729
-1960,-1505,474,618029
-934,-174,375,215105
554,174,237,76338
1315,1315,421,386337
2075,934,517,190563
-934,-1505,117,46592
-1505,174,594,460310
934,-1695,616,275900
934,2076,789,193831
-1232,2076,825,122514
-744,934,743,71266
1125,-364,748,284227
1125,-1885,440,122191
-2076,1885,856,90110
-1695,364,108,379287
1315,-1505,915,202089
-1695,-1315,455,581607
1180,364,193,657318
1885,-364,265,82922
-554,1125,598,198306
-554,-1315,884,259073
-1505,-1315,977,144241
364,2076,209,185549
744,1125,944,664221
1315,-1505,916,372567
1797,1315,588,654609
-1125,554,975,154484
554,174,529,175612
1885,-364,100,144462
-174,364,706,96413
-1125,2076,178,410235
-205,1239,400,629973
1505,-1505,141,98864
-1125,-1885,585,168998
1505,-174,153,138534
934,174,822,268366
-934,-1125,980,111763
-1695,-2076,894,189518
1505,744,980,41666
-934,-1695,700,555433
508,-1761,614,663146
2076,-554,983,44113
-1125,-744,686,661765
-744,-1885,332,151300
1695,-1695,977,166526
-934,364,395,188530
-744,-1315,464,186554
-174,-364,976,448414
-2075,-1125,794,129558
1505,744,608,39804
744,174,933,190825
554,2076,478,125146
1125,2076,127,314381
174,934,920,54085
-2076,1885,563,233703
-174,-2076,98,128079
-744,-744,103,103576
-1125,-1208,726,161111
1885,-1505,738,658685
1885,-554,637,664776
1315,2025,345,252177
-1505,174,781,216753
-554,-1315,668,435991
-174,1315,299,303588
-1315,-2076,366,376960
-2076,744,165,149939
-1315,1885,252,155177
2075,554,110,146882
1125,-554,932,104122
-934,1125,963,374629
-1614,174,52,233515
-934,-1125,170,642292
-1125,1885,110,162031
-1885,174,513,42530
1695,-1885,731,642546
-1695,1505,575,32607
554,364,813,167131
554,-934,132,358592
2075,744,305,195415
1125,1695,141,107254
744,-554,609,110957
-174,-554,981,176656
-501,-174,441,192502
2076,-554,638,443314
-1095,364,711,292068
-1885,-2076,730,186546
-174,934,576,213051
-1914,-1885,390,338714
554,364,864,138747
-919,-1505,465,664904
744,-554,665,136140
1315,-1315,116,157473
1505,-1315,966,166414
-1315,1885,306,225062
-744,364,958,271426
-464,-1125,769,327668
-1505,-1885,322,269786
1125,-2076,325,212067
1125,-2076,432,469365
-554,-364,79,98509
-1505,-554,756,212044
1204,934,101,146716
-1885,1505,776,663520
554,1125,858,259155
2075,1505,978,141780
934,-934,674,105673
1315,1695,417,162920
-1505,2076,134,298416
-364,-1505,103,178956
554,554,352,222302
-1695,-934,993,145422
1885,-1505,172,55688
744,1695,900,37315
2076,-364,143,90849
-822,554,943,522775
-466,174,113,633325
-1885,1695,851,198996
2075,1315,142,247367
-744,2076,142,145047
2076,-1125,893,82285
-254,-744,586,374795
934,-744,126,620670
-744,-261,332,490832
-2076,1505,397,292843
-744,1505,218,208702
-867,1315,296,694605
1640,-986,723,296753
-744,1315,517,33332
1695,2076,554,167160
-554,-2076,112,208283
-884,174,881,282931
2075,1885,740,166280
1885,554,290,388714
1315,174,167,41628
-1125,-744,931,176083
-174,-174,510,501408
-1695,1505,478,209630
2021,2076,494,240877
-1315,-934,871,641404
-2076,1125,992,47267
744,-1505,108,281789
-1505,-659,946,466574
174,-1695,424,123036
744,744,526,223459
2075,744,108,123046
1695,174,248,50992
-1125,-2076,216,191706
-1695,-364,499,482321
-174,-1125,435,368023
1315,-1505,325,458864
-1695,-744,961,84111
1048,-2076,824,661036
-174,1695,885,432263
934,1505,951,372194
-174,-1885,144,688144
1505,1505,858,261488
1275,2076,807,263228
-364,174,139,236438
2075,2076,809,289168
364,174,290,194463
-1231,174,243,674908
-554,554,704,235629
-364,174,275,188976
1125,1315,917,440476
-1505,-364,978,126113
934,1885,507,252074
-1125,-174,400,298579
2075,1315,580,661433
-1505,-1695,407,272854
-554,-364,723,207417
1379,-1505,487,276600
-1315,-1695,669,145814
-1695,1315,281,129000
-744,174,371,297735
-1315,-1315,984,80613
1505,-2076,476,187022
174,934,983,212176
-2076,174,996,631527
-934,-386,802,666448
631,174,340,101155
-1695,-1125,851,109798
424,2076,589,525195
-744,-174,221,375210
-1125,-1752,505,479567
174,-554,212,209246
2075,174,288,172960
554,-364,307,659153
-174,174,67,137622
-554,-364,871,227715
-744,1125,253,189592
1315,-364,405,194679
-1125,1505,355,277840
-1315,-364,59,179085
-174,-1885,485,441407
-1315,-554,833,80547
-1885,-407,945,425125
364,1885,204,200119
-174,-744,195,89932
-1125,-2076,877,250251
-1695,-1315,379,665203
-1505,-1315,623,225395
1505,-174,779,140139
934,174,819,40549
1505,-1315,748,227010
-554,554,85,76576
1125,-1125,535,196683
-554,-554,984,294408
-174,1695,84,98050
364,-1125,992,139966
174,-1505,839,55482
-364,-1315,119,175768
1125,174,901,397382
1315,-1695,313,328677
-1315,-1443,786,658991
1125,-2076,438,180062
-934,-1125,819,416535
-364,-1125,751,135677
1885,-2076,481,204484
-244,-490,607,648284
-174,744,991,36889
554,-1505,156,331987
-1125,1695,926,405925
2075,554,765,218244
1885,-744,93,188205
2075,1695,133,121736
-1315,-364,902,279775
1695,-554,960,276566
-174,-1505,724,152368
1695,1125,978,138622
554,-364,666,192501
-364,1505,144,642499
554,-1621,917,185799
-554,-2076,457,167165
554,1885,322,517121
-174,364,467,657557
-934,2076,806,141296
1292,1315,666,489100
-174,2076,555,664030
1695,-2076,989,169171
174,-1505,558,33831
-1505,-934,532,111865
934,1453,431,647759
1505,554,991,36860
744,1885,304,85906
-174,-554,499,348048
1125,-1695,214,283714
-1315,2076,204,296451
1695,-934,356,53956
1505,-1125,539,72576
174,744,761,205791
-744,-934,885,315429
1505,-1315,196,217510
744,-1125,112,162298
1885,-934,632,663153
1315,934,905,57595
1315,-1315,573,156123
1505,744,680,98649
1125,-364,762,324218
1125,-174,275,112847
364,174,141,714720
364,-554,879,236869
-364,-174,258,177876
-934,-744,774,136419
174,1695,122,131949
174,-554,902,126393
-1125,744,278,661894
267,364,265,662094
2075,744,816,139912
-1989,744,664,228415
174,-744,370,216510
-2076,1885,96,168641
-1695,364,373,122456
-1695,364,419,32853
-744,-1766,890,210794
1695,-934,993,271558
-1505,744,825,115379
1505,934,404,47257
1505,934,140,43930
1505,934,135,41343
1505,934,128,43067
1505,934,131,41343
1505,934,128,42205
174,1885,506,170554
2075,1315,716,194803
1695,554,134,274086
-174,1125,601,329725
1125,1695,330,419931
1885,744,994,35129
1885,744,786,37559
744,554,120,165595
364,174,494,38230
-1505,554,160,154691
-744,-744,366,218553
174,1315,351,356423
-2076,934,87,127858
-934,-1125,637,223457
934,1885,898,122150
364,-1125,588,264496
-1315,-1885,908,375038
1885,1315,309,653607
1695,364,553,456360
-1125,744,886,128906
-2076,2076,96,253780
934,-744,155,67345
-174,-1315,635,183687
-1125,-744,612,52654
-1695,554,95,192600
-744,-744,823,216918
174,1315,978,158950
174,744,87,78637
1315,-1885,115,113277
364,554,77,255707
744,-364,689,138690
2075,1505,793,185516
364,-1505,831,343243
-554,-1315,956,109126
-2076,934,83,93264
-934,-934,381,293247
1695,-1885,228,259229
364,554,676,114003
-554,554,342,274503
1505,934,999,44606
-1125,1505,146,110857
1695,-1505,492,288173
2076,-1315,302,665305
-1315,174,91,170523
1885,2076,585,63821
2076,-2076,586,120330
174,-744,730,108663
-364,-2076,774,243540
-1695,-1125,884,219664
-1885,554,77,146764
-2075,-1315,639,181948
509,1695,901,477523
-1885,-1204,868,460302
934,1695,277,182417
-1125,2076,987,313142
1125,744,104,558197
174,1885,232,255390
-2075,-1315,280,184670
-2075,-1125,582,240889
488,-1315,589,181758
934,-2005,426,509390
-554,-1885,890,34311
-1757,-1695,888,217284
-364,2023,899,173773
-1505,-174,743,235996
-744,-1748,724,207566
-2075,-364,976,234922
-1315,1336,513,563251
-934,2076,985,50106
-554,-1874,874,676646
1505,1505,134,92851
2076,-1695,977,187921
-1885,1315,225,35720
934,-174,839,146843
174,-1695,982,93968
1315,1505,906,186074
-2075,-174,81,128507
822,-1315,618,660634
-1315,554,158,357868
-174,934,82,103423
-2076,1315,129,207109
-744,-1315,921,172106
1125,364,88,61561
364,-174,962,258346
364,364,804,383557
-744,-174,269,212442
554,554,141,90513
-2075,-554,466,266449
934,1125,140,235021
364,744,797,163764
1885,-364,433,69873
364,2076,317,657060
-644,-1315,940,183484
1885,1505,651,660726
-1125,1505,154,160976
1505,-2076,187,326435
1695,-934,95,42292
1695,1505,886,60215
1695,1315,277,467485
1763,174,577,204394
-554,744,86,158056
-600,-1885,683,414354
1125,1505,474,171084
-1315,-364,751,37959
1695,-364,91,216915
-1315,-1125,450,207113
-174,934,84,40091
-1786,2076,391,511604
1125,-364,435,184606
236,-1097,274,679056
-174,174,793,92714
837,174,273,690719
-1885,1125,271,412559
-1505,554,307,33774
2075,934,392,106365
934,-744,834,131266
-1695,554,566,148424
364,-554,580,85151
-2076,1125,198,37411
174,-174,988,372255
2076,-1580,219,321279
-174,2076,360,261152
934,1695,130,230551
1315,744,157,174907
-2075,-174,442,168868
-174,-364,101,133958
1125,1885,663,659474
934,-975,836,510982
-1315,-1125,321,439146
-2076,1505,999,135999
2076,-2076,991,154923
-1125,-744,935,137821
-1885,-1505,251,216852
-1505,-744,534,140686
-1996,2076,783,623998
-364,-1315,166,96212
1125,1505,724,476989
-2076,744,907,172044
2075,554,976,378365
-364,2076,350,440510
364,2076,664,143928
364,-174,216,374399
-174,-174,902,216425
-1315,-744,83,259853
-364,-364,90,127549
2075,174,106,212268
910,-934,791,329515
-1315,688,974,433112
1885,-1442,641,191533
1695,-364,996,76684
1315,-554,992,189686
-2075,-364,88,65337
554,1885,900,151887
-554,-1885,976,262638
1505,744,322,164282
934,174,260,427446
-2075,-1695,861,240762
1505,-1125,292,132728
1505,364,991,776562
2075,1695,981,37966
-744,-554,974,200088
1505,1505,982,40953
174,1885,469,217184
1801,1315,863,199720
-1315,-1885,977,169830
-554,-1315,556,212552
-2076,2076,218,100264
174,2076,360,474923
1885,-2076,104,162221
1505,-2076,438,165919
1125,2076,236,477724
2075,1505,543,34041
-1695,-2076,151,166018
364,-174,981,169119
2076,-1315,420,162506
-2075,-1885,459,107449
1315,-1770,196,251584
-1505,744,958,94033
-1505,1505,84,179119
259,-2076,550,418432
-1125,364,983,219262
1315,-744,360,660470
-744,1505,932,208791
-1315,-174,973,77547
1505,1505,347,260092
1125,1125,852,117415
-744,-2076,971,124568
364,-1125,542,135346
-1717,-1125,916,666083
174,1505,251,113524
-364,2076,119,56784
-364,-554,164,93034
-1125,-2076,617,200906
-1695,-1125,291,36422
-744,174,94,707573
-1125,1315,863,650434
-1695,874,933,441784
515,-554,820,172954
-364,1505,681,432785
-364,1315,923,661450
-174,-1293,736,447646
-554,934,795,156377
-1885,364,294,242412
-1695,-934,532,662459
-2075,-1185,987,122814
-1885,-554,408,179002
-744,-554,286,205945
554,1125,515,210082
-1885,364,616,409067
1766,2076,272,244020
-1695,1190,817,649106
-2076,174,68,163242
-2075,-554,816,36442
-364,364,651,479775
1125,-744,175,51949
-1505,1885,727,70774
-744,2076,147,142184
-1125,1999,598,351965
-1505,554,84,209067
-934,1695,957,280690
-2043,-174,419,566977
174,-174,388,148071
1125,-934,875,140357
-744,1505,640,143511
-1315,-1125,748,185588
-2075,-934,601,153222
554,1695,936,472674
-2076,1125,925,203363
1505,-554,983,73401
1505,934,724,76759
-934,174,60,143058
2075,554,328,183977
-934,2076,873,118893
-174,-1505,954,372327
1125,1885,985,35425
-934,1695,718,51279
1315,-1125,337,150303
1125,-593,247,405410
1695,-1885,285,45805
1397,-554,364,662884
364,-1885,162,223876
1125,-1315,845,661656
1315,2076,190,128723
-515,-744,697,190338
2076,-1505,324,165920
-298,2076,470,241145
1695,-229,650,415203
-1125,1695,89,147528
-2076,693,297,292513
364,2076,991,113898
-364,2076,712,97196
1125,1125,570,210913
-1125,1505,339,291727
1612,-1719,522,393997
1125,1885,882,96816
1885,364,74,137423
364,399,809,193423
-1885,-744,337,135732
-1125,1315,90,138367
2075,744,323,104605
-2075,-1505,715,268381
364,-1505,137,578940
1505,-364,263,457676
-1695,934,517,285987
1885,-554,424,482893
-934,-1125,416,261727
-1885,-364,692,33682
-744,-1505,862,33050
-2075,-554,930,659964
-637,-744,536,445410
-1795,-174,155,358971
-174,2076,112,123487
1885,364,195,180337
1505,1695,800,247752
1885,-1940,940,442667
-1125,-2076,711,203143
678,934,546,664009
1505,-364,998,116570
364,-1101,808,315534
1505,1885,924,237065
744,-174,994,36289
-1032,-1695,966,101337
-2003,554,94,205701
-1695,-934,975,465323
2076,-934,874,112468
1885,1885,134,257178
-1885,1505,415,42068
2075,1695,310,115733
-1255,-419,869,459371
174,1695,528,452210
174,2076,140,147135
1695,-744,496,179185
-364,-174,780,397735
1315,1695,639,147271
-1612,-1125,941,169899
-744,-1695,965,438520
860,1621,938,664884
744,-934,111,72111
1695,-744,926,633290
1125,-903,799,661747
1125,-2076,692,345699
-744,744,848,99147
-744,-744,191,669997
-393,-1125,386,667200
1885,174,986,124491
-174,2076,118,145517
1125,-934,372,139346
-554,328,247,246318
-1125,-2076,831,168907
-1315,-934,118,441620
-2076,1695,310,81591
-934,-934,114,108114
934,-174,330,41151
-364,-1885,548,662053
-1505,-174,961,194050
364,-1695,534,101728
-1315,-1505,790,117233
554,-1505,523,330236
-364,-1695,323,303024
-1505,-1695,367,235981
-2075,-1985,798,96182
-1695,-174,262,360954
2076,-554,589,299618
2075,174,419,243754
-2075,-1125,659,661060
-174,1125,91,55990
-1125,1885,169,677779
364,-1695,237,274776
1315,-1885,438,420626
-1505,2076,423,145571
1505,-934,670,33608
-744,-1885,408,319246
-1125,364,84,123123
364,-1740,370,337007
-1930,2076,765,546180
554,-744,127,120032
-1125,1695,865,302185
-1695,364,879,187170
-364,1505,830,476863
-2076,2076,725,61517
